"","Mon_Risk_50_500_R","Mon_Ambig_50_800_R","Mon_Risk_50_1200_R","Mon_Risk_25_2500_R","Mon_Ambig_50_2500_R","Mon_Ambig_74_500_B","Mon_Risk_25_800_B","Mon_Risk_75_800_B","Mon_Ambig_50_800_B","Mon_Risk_50_1200_B","Mon_Ambig_24_1200_B","Mon_Risk_25_2500_B","Mon_Ambig_100_2500_G","Mon_Risk_25_500_R","Mon_Risk_25_800_R","Mon_Risk_75_800_R","Mon_Ambig_100_800_G","Mon_Risk_75_1200_R","Mon_Ambig_24_1200_R","Mon_Ambig_100_2500_G.1","Mon_Ambig_100_500_G","Mon_Ambig_100_800_G.1","Mon_Ambig_74_1200_B","Mon_Risk_50_2500_B","Mon_Risk_75_2500_B","Mon_Risk_75_500_R","Mon_Ambig_24_800_R","Mon_Ambig_74_1200_R","Mon_Ambig_100_1200_G","Mon_Risk_75_2500_R","Mon_Ambig_50_500_B","Mon_Ambig_74_800_B","Mon_Ambig_100_1200_G.1","Mon_Ambig_24_2500_B","Mon_Ambig_50_2500_B","Mon_Ambig_74_2500_B","Mon_Ambig_24_500_R","Mon_Risk_50_800_R","Mon_Ambig_74_800_R","Mon_Risk_25_1200_R","Mon_Ambig_50_1200_R","Mon_Risk_50_2500_R","Mon_Ambig_24_2500_R","Mon_Ambig_74_2500_R","Mon_Risk_50_800_B","Mon_Ambig_24_800_B","Mon_Risk_25_1200_B","Mon_Risk_75_1200_B","Mon_Ambig_50_1200_B"
"107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"106","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"108","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","0","0","1","0"
"109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"119","0","1","1","0","1","0","0","1","0","1","0","1","1","1","1","0","1","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","1","0","1","1"
"132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"113","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"117","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","1","1"
"118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"115","1","1","1","1","1","0","0","0","0","1","0","0","0","1","1","1","0","1","1","1","0","0","1","0","1","1","1","1","0","1","0","1","0","1","1","1","0","1","1","0","1","1","1","1","0","0","0","1","1"
"127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"111","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"133","0","1","1","0","1","0","0","1","1","1","1","0","1","0","0","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1","0","0","1","0","1","1","1","1","0","1","0","1","1"
"122","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"125","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"126","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0"
"128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"129","0","0","1","1","1","0","1","1","0","1","0","1","0","0","0","1","0","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0"
"131","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"130","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","0","0","1","1","1","0","0","1","0","1","1","0","1","0","0","1","0","1","1","1","0","0","1","1","1","0","0","1","1","1","0","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","0","1","1"
"137","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1","1","0","1","0","0","1","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0"
"139","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0"
"138","0","0","1","0","1","0","0","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"140","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","1","0"
"141","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","0","1","0"
"142","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"143","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0"
"144","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"146","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"147","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"153","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"148","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"151","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"152","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"155","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"156","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172","0","0","1","1","0","0","1","1","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0"
"167","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"164","0","0","0","1","0","0","1","0","0","1","0","0","1","0","1","0","1","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0"
"161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1"
"166","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"165","0","1","0","0","1","0","0","1","0","1","1","0","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","1","1","0","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","0","1","1"
"174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0"
"173","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"176","0","0","1","0","1","0","0","1","0","1","1","0","1","0","0","0","0","1","1","1","0","0","1","1","1","0","0","1","1","1","0","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","0","1","1"
"184","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","0"
"177","0","0","1","0","1","0","0","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","1","0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","0","1","1"
"178","0","1","1","0","1","0","0","1","1","0","0","0","1","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","1","0","1","1","1","0","1","0","0","1","0","1","0","1","1","0","0","0","1","1"
"180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","1","0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","0","1","1"
"181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"185","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"187","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","1","0","1","0","1","0","0","0","0","0","1","0","1","0","0","1","0","1","1","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","0","1","0"
"188","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","1","1","0","0","1","1","1","0","0","1","1","1","0","0","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0","1","1"
"190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"195","0","0","1","1","1","0","0","1","0","1","1","1","1","0","0","1","0","1","1","1","0","0","1","1","1","0","0","1","1","1","0","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","0","1","1"
"200","0","0","1","1","1","0","0","1","0","0","1","0","1","0","0","1","0","1","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","0","1","1","1","0","0","0","1","0"
"194","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"193","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","1","0","0","0","1","1","0","0","0","0","1","0"
"191","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","1","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","1","0"
"192","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","1","0","1","0"
"196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0"
"202","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"203","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1"
"204","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","0","0","1","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","1","0"
"205","0","1","1","0","1","0","0","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1","1"
"206","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"208","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"209","0","1","0","0","0","1","1","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","1","0","1","0","1","1","0","0","1","0","1"
"211","0","0","1","1","1","0","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0"
"213","0","0","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1"
"212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"214","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"217","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","1","0","0","0","1","1"
"218","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0"
"219","0","0","1","0","1","0","0","1","0","1","1","0","1","0","0","1","0","1","1","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","1","1","1","1","1","1","0","1","1"
"220","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","0"
"223","0","1","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0"
"224","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0"
"225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0"
"226","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"258","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"238","0","0","1","0","1","0","0","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0","1","0","1","1","0","1","0","1","0","0","0","1","1","1","0","0","0","1","1","1","1","1","0","0","0","0","0"
"229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"233","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"230","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","1","1"
"236","0","0","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","1","0"
"235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"255","0","1","1","0","1","0","0","1","1","1","1","0","1","0","0","1","0","1","1","1","0","0","0","1","1","0","1","1","1","1","0","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","0","1","1"
"237","0","0","1","0","1","0","0","1","0","1","1","0","0","0","1","1","0","1","1","0","0","0","1","1","1","0","1","1","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","1","0","0","0","1","1"
"243","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"254","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"246","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
