"","Med_Risk_25_SI_R","Med_Risk_50_ModI_R","Med_Ambig_24_ModI_R","Med_Ambig_74_ModI_R","Med_Risk_75_MajI_R","Med_Ambig_50_MajI_R","Med_Ambig_100_MajI_G","Med_Risk_75_R_R","Med_Ambig_50_SI_B","Med_Risk_50_ModI_B","Med_Ambig_50_MajI_B","Med_Ambig_100_MajI_G.1","Med_Risk_25_R_B","Med_Ambig_100_SI_G","Med_Risk_25_MajI_R","Med_Ambig_24_MajI_R","Med_Risk_25_R_R","Med_Risk_50_SI_B","Med_Risk_75_ModI_B","Med_Ambig_24_ModI_B","Med_Risk_50_MajI_B","Med_Risk_75_R_B","Med_Ambig_50_R_B","Med_Ambig_76_R_B","Med_Ambig_76_SI_R","Med_Risk_25_ModI_R","Med_Ambig_50_ModI_R","Med_Ambig_100_ModI_G","Med_Risk_50_MajI_R","Med_Risk_50_R_R","Med_Ambig_50_R_R","Med_Ambig_76_R_R","Med_Ambig_50_ModI_B","Med_Risk_25_MajI_B","Med_Risk_75_MajI_B","Med_Ambig_24_MI_B","Med_Ambig_74_MajI_B","Med_Ambig_100_R_G","Med_Risk_75_SI_R","Med_Risk_75_ModI_R","Med_Ambig_74_MajI_R","Med_Ambig_24_R_R","Med_Ambig_100_R_G.1","Med_Ambig_24_SI_B","Med_Risk_25_ModI_B","Med_Ambig_74_ModI_B","Med_Ambig_100_ModI_G.1","Med_Risk_50_R_B","Med_Ambig_24_R_R.1"
"198","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","1","1","0","0","1","0","1","1"
"199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","0","1","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1"
"202","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1"
"203","0","1","1","1","1","1","0","1","0","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","1","0","0","1","1","0","1","1"
"204","0","1","1","0","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1"
"205","0","1","1","0","1","1","0","1","0","1","1","0","0","0","0","1","1","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1"
"206","0","1","1","1","1","1","0","1","0","1","1","0","0","0","0","1","0","0","1","1","1","1","1","0","0","0","1","0","1","1","1","0","1","0","1","1","1","0","0","1","1","1","1","0","0","1","0","1","1"
"208","0","1","1","1","1","1","0","1","0","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1"
"209","1","1","1","1","0","1","1","0","0","1","1","0","0","0","1","1","1","0","1","0","1","1","1","1","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","0","1","1","1","0","0","1","1","1","0"
"211","0","1","0","0","1","1","1","1","0","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1","0","0","0","0","1","1"
"213","0","1","1","0","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1"
"212","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","1","0","0","1","1","1","1"
"215","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","1","1","0","1","0","1","1","1","1","0","0","0","0","1","1"
"214","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"216","1","1","1","1","1","1","0","1","0","0","0","0","0","0","1","0","1","0","1","1","0","1","0","0","1","1","1","1","1","1","1","1","0","0","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0"
"217","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"218","0","1","1","0","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1"
"219","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1"
"220","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"221","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"222","0","0","1","1","1","1","0","1","0","1","1","0","0","0","0","1","0","0","1","1","1","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","0","0","0","1","1","1","0","1","0","1","0","1","1"
"223","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"224","0","0","0","0","1","1","1","1","0","0","1","1","1","0","0","1","1","0","0","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1"
"225","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"228","0","1","1","0","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","1","1","0","0","0","0","1","1"
"245","1","1","1","1","1","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","1","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0"
"239","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0"
"226","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1","1","1","1","0","0","0","1","0","1","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1"
"258","0","1","1","1","1","1","0","1","0","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","1","0","0","1","1","0","1","1"
"238","0","1","1","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"229","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1"
"248","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"234","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"233","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"240","1","1","1","1","1","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"236","0","1","1","0","1","1","0","1","0","1","0","1","0","0","0","1","0","0","1","1","1","1","0","0","0","0","1","0","1","1","1","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","1","0"
"235","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","1","1","1"
"255","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1"
"237","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1"
"243","0","1","1","0","1","1","0","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","1","0","1","1","1","1","1","0","1","1","1","0","0","1","1","1","0","0","0","0","0","1","1"
"242","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1"
"249","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1"
"254","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"246","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"251","0","1","1","1","1","1","0","1","0","1","1","0","1","0","1","1","1","0","1","1","1","0","1","1","0","1","1","0","1","1","1","0","1","1","1","1","1","0","0","1","1","1","0","0","1","1","0","1","1"
"250","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"253","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"252","1","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0"
"256","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","0","1","1"
"257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"260","0","0","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","1","0","0","0","0","1","1"
"261","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","1","1"
"263","0","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","0","1","0","0","1","1","0","0"
"266","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","0","0","1","1","1","1"
"265","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","0","0","0","1","1"
"267","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","1","1","1","0","0","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0"
"262","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","1"
"264","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","1","1"
"268","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","1","1","0","1","0","0","0","1","1","1","0","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0"
"269","0","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1"
"270","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0","1","1","1","1","0","0","1","0","1","0","1","0","1","0","1","1","0","1","0","1","1","0","1","0","0","0","1","1","1"
"272","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1"
"271","0","1","1","0","1","0","1","1","0","1","1","1","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","1","0","0","0","0","1","1"
"274","0","1","0","0","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","1","1"
"275","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1"
"273","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"277","0","0","0","0","1","1","0","1","0","1","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1"
"280","0","1","1","0","1","0","1","1","0","1","0","1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","1","0","1","1","0","0","0","0","1","1"
"281","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"284","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","0","1","1"
"282","0","1","1","0","1","1","0","1","0","1","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","0","1","0","1","1","1","1","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","1","1"
"285","0","1","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","1","0","1","0","1","0","0","0","1","0","1","1","1","0","0","1","0","0","0","0","0","0","1","0","0"
"286","0","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1"
"287","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"288","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"289","0","1","1","1","1","1","0","1","0","1","1","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","0","0","1","0","1","1"
"290","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"291","0","1","0","0","1","1","1","1","0","0","1","1","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","0","0","0","1","1","1"
"293","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"292","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","1","1","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
"294","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"295","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0"
"296","0","1","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","1"
"297","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","1","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","1","0"
"298","0","1","0","1","1","0","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","1","0","1","0","0","0","0","1","1","1","0","1","0","1","1","1","0","0","1","1","1","1","0","0","0","0","0","1"
"299","0","1","1","0","0","1","1","1","0","1","1","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1"
"300","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","1","0","1","0","1","1","1","0","0","1","1","1","1","0","0","0","0","1","1"
"301","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","1","0","0","1","1","1","0","0","0","0","1","1","0","0","0","0","1","1"
"302","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"304","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0"
"303","0","0","0","0","1","1","0","1","0","1","1","1","0","0","0","1","0","0","1","0","1","1","1","1","0","0","1","0","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1"
"305","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1"
"306","0","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1"
"307","0","1","1","0","1","1","0","1","0","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","1","1","0","1","0","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1"
"308","0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","1","0","0","1","0","1","1","1","1","0","0","0","1","1","1"
"309","0","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","0","0","1","1","1","0","0","1","0","1","1","0","0","0","0","1","1"
"310","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1"
"312","0","0","0","0","1","1","1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","0","1","1","0","0","0","0","1","1","1","0","1","0","1","0","1","1"
"311","0","1","1","1","1","1","0","1","0","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","1","0","0","1","1","0","1","1"
"314","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1"
"315","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"316","0","1","1","0","1","1","1","1","0","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","1","1"
"317","0","0","1","1","1","1","1","0","0","0","1","0","0","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","1","1","0","1","1","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0"
"318","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1"
"319","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"323","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","1","1","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","0"
"322","0","1","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","1","1","1"
"327","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","1"
"326","0","1","1","0","1","1","1","1","0","0","1","0","1","0","1","1","1","0","0","0","1","1","1","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1"
"328","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","1","1"
"329","0","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","0","0","1","0","1","1","1","1","0","0","1","0","1","1","1","1","0","0","1","1","1","1","0","1","1","1","0","1","0","0","0","1","1"
"330","0","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","0","1","1","1","1","0","0","1","0","1","1","1","0","1","0","1","1","1","1","0","0","1","0","0","0","0","0","1","1","1"
"331","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"336","0","1","0","0","1","0","1","1","0","1","1","0","1","0","1","1","1","0","0","1","1","1","1","1","0","1","0","0","1","1","1","1","0","1","1","0","1","0","0","1","0","1","1","0","0","0","0","1","0"
"337","1","1","1","1","1","1","0","1","0","0","0","0","1","0","1","1","1","0","0","0","0","1","0","1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0"
"338","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1"
"339","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"340","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"341","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","1","1","1","1","0","0","1","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","1","0","1","0","1","1","1"
"342","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1"
"343","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","1","0","0","1","0","1","0","1","1","0","0","0","0","1","1"
"344","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"347","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"346","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"345","0","0","1","0","1","1","1","1","0","1","1","0","1","0","0","1","1","0","1","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","1","1","1","1","0","1","0","1","1","0","0","0","0","1","1"
"371","0","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1"
"383","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","0","0","0","1","0","1","0"
"355","0","0","1","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0","1","1","0","1","1","1","0","0","1","0","1","1","1","0","1","0","1","1","1","1","0","1","1","1","1","0","0","1","0","1","1"
